,ref,file,length,initial,ref_parsed,year
6110,"Stemler, S. (2001). An overview of content analysis. Practical Assessment, Research & Evaluation, 7(17).",/import2015short/320,104,S,"Stemler, S. (2001)",2001.0
6111,"Webb, N. M., Baxter, G. P., & Thompson, L. (1997). Teachers' grouping practices in fifth-grade science classrooms. The Elementary School Journal, 91-113.",/import2015short/320,153,W,"Webb, N. M., Baxter, G. P., & Thompson, L. (1997)",1997.0
6112,"Wells, G. (1999). Dialogic inquiry: Towards a sociocultural practice and theory of education. New York: Cambridge University Press.",/import2015short/320,131,W,"Wells, G. (1999)",1999.0
6113,"Wood, D., Bruner, J.S., & Ross, G. (1976). The role of tutoring in problem solving. Journal of Child Psychology & Psychiatry & Allied Disciplines, 17, 89–100.",/import2015short/320,158,W,"Wood, D., Bruner, J.S., & Ross, G. (1976)",1976.0
6114,"Zuckerman, G. (2003). The learning activity in the first years of schooling: The developmental path towards reflection. In A. Kozulin, B. Gindis, V. S. Ageyev, & S. M. Miller (Eds.), Vygotsky’s educational theory in cultural context (pp. 177-199). Cambridge: Cambridge U. Press.",/import2015short/320,278,Z,"Zuckerman, G. (2003)",2003.0
6115,"Baker, R., & Siemens, G. (in press). Educational data mining and learning analytics. Cambridge handbook of the learning sciences (2nd edition). Cambridge, UK: Cambridge University Press. http:// www.columbia.edu/~rsb2162/BakerSiemensHandbook2013.pdf",/import2015short/141,249,B,"Baker, R., & Siemens, G. (in press)",2018.0
6116,"Bakhtin, M. M. (1981). The dialogic imagination: Four essays. London: The University of Texas Press.",/import2015short/141,100,B,"Bakhtin, M. M. (1981)",1981.0
6117,"Bereiter, C. & Scardamalia, M. (2014). Knowledge building and knowledge creation: One concept, two hills to climb. In S. C. Tan, H. J. So, & J. Yeo (Eds.), Knowledge creation in education (pp. 35-52). New York: Springer.",/import2015short/141,220,B,"Bereiter, C. & Scardamalia, M. (2014)",2014.0
6118,"Borgatti, S. P., Mehra, A., Brass, D. J. & Labianca, G. (2009). Network analysis in the social sciences. Science, 323, 892-895.",/import2015short/141,127,B,"Borgatti, S. P., Mehra, A., Brass, D. J. & Labianca, G. (2009)",2009.0
6119,"Dascălu, M. (2014). Analyzing discourse and text complexity for learning and collaborating. Studies in Computational Intelligence (Vol. 534). Switzerland: Springer.",/import2015short/141,164,D,"Dascălu, M. (2014)",2014.0
6120,"Dascalu, M., Trausan-Matu, S., & Dessus, P. (2013). Cohesion-based analysis of CSCL conversations: Holistic and individual perspectives. In N. Rummel, M. Kapur, M. Nathan, & S. Puntambekar (Eds.), 10th International Conference on Computer-Supported Collaborative Learning 2013 (pp. 145–152). Madison, USA: International Society of the Learning Sciences.",/import2015short/141,353,D,"Dascalu, M., Trausan-Matu, S., & Dessus, P. (2013)",2013.0
6121,"Hannafin, M. J., Hill, J. R., Land, S. M., & Lee, E. (2014). Student-centered, open learning environments: Research, theory, and practice. In J. M. Spector, M. D. Merrill, J. Elen & M. J. Bishop (Eds.). Handbook of Research on Educational Communications and Technology (pp. 641–651). New York: Springer.",/import2015short/141,303,H,"Hannafin, M. J., Hill, J. R., Land, S. M., & Lee, E. (2014)",2014.0
6122,"Lave, J. & Wenger, E. (1991). Situated learning: Legitimate peripheral participation. Cambridge. UK: Cambridge University Press.",/import2015short/141,128,L,"Lave, J. & Wenger, E. (1991)",1991.0
6123,"Nistor, N., Baltes, B., Smeaton, G., Dascălu, M., Mihăilă, D., & Trău an-Matu, . (2014). Participation in virtual academic communities of practice under the influence of technology acceptance and community factors. A learning analytics application. Computers in Human Behavior, 34, 339–344.",/import2015short/141,290,N,"Nistor, N., Baltes, B., Smeaton, G., Dascălu, M., Mihăilă, D., & Trău an-Matu, . (2014)",2014.0
6124,"Nistor, N. & Fischer, F. (2012). Communities of practice in academia: Testing a quantitative model. Learning, Culture and Social Interaction, 1(2), 114–126.",/import2015short/141,156,N,"Nistor, N. & Fischer, F. (2012)",2012.0
6125,"Nistor, N., Trăuşan-Matu, Ş., Dascălu, M., Duttweiler, H., Chiru, C., Baltes, B., & Smeaton, G. (in press). Finding student-centered open learning environments on the internet: Automated dialogue assessment in academic virtual communities of practice. Computers in Human Behavior. DOI: 10.1016/j.chb.2014.07.029",/import2015short/141,311,N,"Nistor, N., Trăuşan-Matu, Ş., Dascălu, M., Duttweiler, H., Chiru, C., Baltes, B., & Smeaton, G. (in press)",2018.0
6126,"Trău an-Matu, . (2010). The polyphonic model of hybrid and collaborative learning. In F. Wang, L. J. Fong, & R. C. Kwan (Eds.), Handbook of research on hybrid learning models: Advanced tools, technologies, and applications (pp. 466–486). Hershey. NY: Information Science Publishing.",/import2015short/141,282,T,"Trău an-Matu, . (2010)",2010.0
6127,"Wenger, E. (1998). Communities of practice. Learning, meaning, and identity. Cambridge, UK: Cambridge University Press.",/import2015short/141,119,W,"Wenger, E. (1998)",1998.0
6128,"Wenger-Trayner, E. (2011). Levels of participation. http://wenger-trayner.com/wp-content/uploads/2011/12/1112-Levels-of-participation-600.jpg",/import2015short/141,141,W,"Wenger-Trayner, E. (2011)",2011.0
6129,"Andriessen, J., Baker, M., & Suthers, D. (2003). Argumentation, computer support, and the educational context of confronting cognitions. In J. Andriessen, M. Baker & D. Suthers (Eds.), Arguing to Learn: Confronting Cognitions in Computer-supported Collaborative Learning Environments (pp. 1-26). Dordrecht: Kluwer.",/import2015short/373,314,A,"Andriessen, J., Baker, M., & Suthers, D. (2003)",2003.0
6130,"Atkinson, R.K., Derry, S.J., Renkl, A., & Wortham, D.W. (2000). Learning from examples: Instructional principles from the worked examples research. Review of Educational Research, 70, 181–214.",/import2015short/373,192,A,"Atkinson, R.K., Derry, S.J., Renkl, A., & Wortham, D.W. (2000)",2000.0
6131,"Dillenbourg, P. (2002). Over-scripting CSCL: The risks of blending collaborative learning with instructional design. In P. A. Kirschner (Ed). Three worlds of CSCL. Can we support CSCL (pp. 61-91). Heerlen, Open Universiteit Nederland.",/import2015short/373,234,D,"Dillenbourg, P. (2002)",2002.0
6132,"Diziol, D., Walker, E., Rummel, N., & Koedinger, K. (2010). Using intelligent tutor technology to implement adaptive support for student collaboration. Educational Psychology Review, 22(1), 89-102.",/import2015short/373,197,D,"Diziol, D., Walker, E., Rummel, N., & Koedinger, K. (2010)",2010.0
6133,"Dochy, F., Segers, M. & Buehl, M. M. (1999). The relation between assessment practices and outcomes of studies: the case of research on prior knowledge. Review of Educational Research, 69(2), 145-186. doi: 10.3102/00346543069002145",/import2015short/373,231,D,"Dochy, F., Segers, M. & Buehl, M. M. (1999)",1999.0
6134,"Fisher, M., King, J., & Tague, G. (2001). Development of a self-directed learning readiness scale for nursing education. Nurse Education Today, 21(7), 516–525. doi:10.1054/nedt.2001.0589",/import2015short/373,186,F,"Fisher, M., King, J., & Tague, G. (2001)",2001.0
6135,"Järvelä, S. & Hadwin, A. (2013). New Frontiers: Regulating learning in CSCL. Educational Psychologist, 48(1), 25-39. doi:10.1080/00461520.2012.74800",/import2015short/373,148,J,"Järvelä, S. & Hadwin, A. (2013)",2013.0
6136,"Kirschner, P.A., Sweller, J., & Clark, R.E. (2006). Why minimal guidance during instruction does not work: An analysis of the failure of constructivist, discovery, problem-based, experiential, and inquiry-based teaching. Educational Psychologist, 41(2), 75-86.",/import2015short/373,260,K,"Kirschner, P.A., Sweller, J., & Clark, R.E. (2006)",2006.0
6137,"Kollar, I., Fischer, F., & Hesse, F. W. (2006). Collaboration scripts - a conceptual analysis. Educational Psychology Review, 18(2), 159-185.",/import2015short/373,141,K,"Kollar, I., Fischer, F., & Hesse, F. W. (2006)",2006.0
6138,"Kollar, I., Ufer, S., Reichersdorfer, E., Vogel, F., Fischer, F., & Reiss, K. (2014). Combined effects of heuristic worked examples and collaboration scripts on the acquisition of mathematical argumentation skills. Learning & Instruction 32, 22-36. doi:10.1016/j.learninstruc.2014.01.003",/import2015short/373,287,K,"Kollar, I., Ufer, S., Reichersdorfer, E., Vogel, F., Fischer, F., & Reiss, K. (2014)",2014.0
6139,"Kollar, I., Wecker, C., Langer, S., & Fischer, F. (2011). Orchestrating Web-Based Collaborative Inquiry Learning with Small Group and Classroom Scripts. In H. Spada, G. Stahl, N. Miyake & N. Law (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings, Volume 1 - Long Papers (pp. 422-429). International Society of the Learning Sciences.",/import2015short/373,398,K,"Kollar, I., Wecker, C., Langer, S., & Fischer, F. (2011)",2011.0
6140,"Noroozi, O., Weinberger, A., Biemans, H. J. A., Mulder, M., & Chizari, M. (2013). Facilitating argumentative knowledge construction through a transactive discussion script in CSCL. Computers & Education, 61, 59–76. doi:10.1007/s11412-012-9162-z",/import2015short/373,244,N,"Noroozi, O., Weinberger, A., Biemans, H. J. A., Mulder, M., & Chizari, M. (2013)",2013.0
6141,"Stegmann, K., Weinberger, A., & Fischer, F. (2007). Facilitating argumentative knowledge construction with computer-supported collaboration scripts. International Journal of Computer-Supported Collaborative Learning, 2(4), 421-447. doi:10.1007/s11412-007-9028-y",/import2015short/373,261,S,"Stegmann, K., Weinberger, A., & Fischer, F. (2007)",2007.0
6142,"Zemel, A., & Koschmann, T. (2013). Recalibrating reference within a dual-space interaction environment. International Journal for Computer-Supported Collaborative Learning, 8(1), 65-87, doi: 10.1007/s11412-013-9164-5",/import2015short/373,216,Z,"Zemel, A., & Koschmann, T. (2013)",2013.0
6143,"Zimmermann, B. J., & Martinez-Pons, M. (1990). Student Differences in Self-Regulated Learning: Relating Grade, Sex, and Giftedness to Self-Efficacy and Strategy Use. Journal of Educational Psychology, 82(1), 51–59. doi:10.1037/0022-0663.82.1.51",/import2015short/373,244,Z,"Zimmermann, B. J., & Martinez-Pons, M. (1990)",1990.0
6144,"Aronson, E., & Patnoe, S. (2011). Cooperation in the classroom: The jigsaw method (3rd ed.). London, UK: Pinter & Martin, Ltd.",/import2015short/146,126,A,"Aronson, E., & Patnoe, S. (2011)",2011.0
6145,"Bakhtin, M. (1981). Discourse in the novel. In M. Holquist (Ed.), The dialogic imagination (pp. 259–422). Austin, TX: University of Texas. CSCL 2015",/import2015short/146,148,B,"Bakhtin, M. (1981)",1981.0
6146,"Bandura, A. (2001). Social cognitive theory: An agentic perspective. Annual Review of Psychology, 52, 1–26.",/import2015short/146,107,B,"Bandura, A. (2001)",2001.0
6147,"Bereiter, C. (2002). Education and mind in the knowledge age. Hillsdale, NJ: Erlbaum.",/import2015short/146,85,B,"Bereiter, C. (2002)",2002.0
6148,"Bransford, J. D., Brown, A. L., & Cocking, R. R. (Eds.) (1999). How people learn: Brain, mind, experience, and school. Washington, DC: National Academies Press.",/import2015short/146,160,B,"Bransford, J. D., Brown, A. L., & Cocking, R. R. (Eds.) (1999)",1999.0
6149,"Brown, A. L., & Campione, J. C. (1996). Psychological theory and the design of innovative learning environments: On procedures, principles, and systems. In L. Schauble & R. Glaser (Eds.), Innovations in learning: New environments for education (pp. 289–325). Mahwah, NJ: Lawrence Erlbaum Associates.",/import2015short/146,299,B,"Brown, A. L., & Campione, J. C. (1996)",1996.0
6150,"Damş a, C. I. (2014). Shared epistemic agency and agency of individuals, collaborative groups, and research communities. In J. L. Polman, E. A. Kyza, D. K. O’Neill, I. Tabak, W. R. Penuel, A. S. Jurow, K. O'Connor, T. Lee, & L. D’Amico (Eds.), Learning and becoming in practice: The International Conference of the Learning Sciences (ICLS) 2014, Volume 1 (pp. 440–447). Boulder, CO: International Society of the Learning Sciences.",/import2015short/146,430,D,"Damş a, C. I. (2014)",2014.0
6151,"Damş a, C. I., Kirschner, P. A., Andriessen, J. E. B., Erkens, G., & Sins, P. H. M. (2010). Shared epistemic agency – An empirical study of an emergent construct. Journal of the Learning Sciences, 19(2), 143– 186.",/import2015short/146,213,D,"Damş a, C. I., Kirschner, P. A., Andriessen, J. E. B., Erkens, G., & Sins, P. H. M. (2010)",2010.0
6152,"Emirbayer, M., & Mische, A. (1998). What is agency? American Journal of Sociology, 103, 962–1023.",/import2015short/146,97,E,"Emirbayer, M., & Mische, A. (1998)",1998.0
6153,"Inagaki, K., & Hatano, G. (1989). How people learn—The world of everyday cognition. Tokyo, Japan: Chuokoronsha. [in Japanese].",/import2015short/146,126,I,"Inagaki, K., & Hatano, G. (1989)",1989.0
6154,"Oshima, J., Matsuzawa, Y., Oshima, R., & Niihara, Y. (2013). Application of social network analysis to collaborative problem solving discourse: An attempt to capture dynamics of collective knowledge advancement. In D. Suthers, K. Lund, C. Rose, C. Teplovs, & N. Law (Eds.), Productive Multivocality in the Analysis of Group Interactions. New York: Springer.",/import2015short/146,357,O,"Oshima, J., Matsuzawa, Y., Oshima, R., & Niihara, Y. (2013)",2013.0
6155,"Oshima, J., Oshima, R., & Matsuzawa, Y. (2012). Knowledge Building Discourse Explorer: A social network analysis application for knowledge building discourse. Educational Technology Research & Development, 60, 903–921.",/import2015short/146,218,O,"Oshima, J., Oshima, R., & Matsuzawa, Y. (2012)",2012.0
6156,"Paavola, S., & Hakkarainen, K. (2005). The knowledge creation metaphor—An emergent epistemological approach to learning. Science & Education, 14, 535–557.",/import2015short/146,154,P,"Paavola, S., & Hakkarainen, K. (2005)",2005.0
6157,"Palonen, T., & Hakkarainen, K. (2000). Patterns of interaction in computer-supported learning: A social network analysis. In B. Fishman & S. O’Connor-Divelbliss (Eds.), Proceedings of the Fourth International Conference of the Learning Sciences (pp. 334–339). Mahwah, NJ: Erlbaum.",/import2015short/146,280,P,"Palonen, T., & Hakkarainen, K. (2000)",2000.0
6158,"Sawyer, K., Frey, R., & Brown, P. (2013a). Peer-led team learning in general chemistry. In D. Suthers, K. Lund, C. Rose, C. Teplovs, & N. Law (Eds.), Productive Multivocality in the Analysis of Group Interactions. New York: Springer.",/import2015short/146,233,S,"Sawyer, K., Frey, R., & Brown, P. (2013a)",2013.0
6159,"Sawyer, K., Frey, R., & Brown, P. (2013b). Knowledge building discourse in peer-led team learning (PLTL) groups in first-year general chemistry. In D. Suthers, K. Lund, C. Rose, C. Teplovs, & N. Law (Eds.), Productive Multivocality in the Analysis of Group Interactions. New York: Springer.",/import2015short/146,290,S,"Sawyer, K., Frey, R., & Brown, P. (2013b)",2013.0
6160,"Scardamalia, M. (2002). Collective cognitive responsibility for the advancement of knowledge. In B. Smith (Ed.), Liberal education in a knowledge society (pp. 67–98). Chicago, IL: Open Court.",/import2015short/146,191,S,"Scardamalia, M. (2002)",2002.0
