,ref,file,ref_parsed,year,identifier
4246,"Hmelo, C. E., Nagarajan, A., & Roger, S. (2000). Effects of high and low prior knowledge on construction of a joint problem space. Journal of Experimental Education, 69, 36-56. doi:10.1080/00220970009600648",import2016short/112,"Hmelo, C. E., Nagarajan, A., & Roger, S. (2000)",2000.0,"Hmelo, C. E., Nagarajan, A., & Roger, S. (2000). Effects of high and low prior knowledge on construction of a joint problem space"
4247,"Kalyuga, S. (2007). Expertise reversal effect and its implications for learner-tailored instruction. Educational Psychology Review, 19, 509-539. doi:10.1007/s10648-007-9054-3",import2016short/112,"Kalyuga, S. (2007)",2007.0,"Kalyuga, S. (2007). Expertise reversal effect and its implications for learner-tailored instruction"
4248,"Klahr, D., & Nigam, M. (2004). The equivalence of learning paths in early science instruction: effect of direct instruction and discovery learning. Psychol Sci, 15, 661-667. doi:10.1111/j.0956-7976.2004.00737.x",import2016short/112,"Klahr, D., & Nigam, M. (2004)",2004.0,"Klahr, D., & Nigam, M. (2004). The equivalence of learning paths in early science instruction: effect of direct instruction and discovery learning"
4249,"Manlove, S., Lazonder, A. W., & de Jong, T. (2006). Regulative support for collaborative scientific inquiry learning. Journal of Computer Assisted Learning, 22, 87-98. doi:10.1111/j.1365-2729.2006.00162.x",import2016short/112,"Manlove, S., Lazonder, A. W., & de Jong, T. (2006)",2006.0,"Manlove, S., Lazonder, A. W., & de Jong, T. (2006). Regulative support for collaborative scientific inquiry learning"
4250,"Pedaste, M., Maeots, M., Siiman, L. A., de Jong, T., van Riesen, S. A. N., Kamp, E. T., . . . Tsourlidaki, E. (2015). Phases of inquiry-based learning: Definitions and the inquiry cycle. Educational research review, 14, 47-61. doi:10.1016/j.edurev.2015.02.003",import2016short/112,"Pedaste, M., Maeots, M., Siiman, L. A., de Jong, T., van Riesen, S. A. N., Kamp, E. T., . . . Tsourlidaki, E. (2015)",2015.0,"Pedaste, M., Maeots, M., Siiman, L. A., de Jong, T., van Riesen, S. A. N., Kamp, E. T., . . . Tsourlidaki, E. (2015). Phases of inquiry-based learning: Definitions and the inquiry cycle"
4251,"Roll, I., Briseno, A., Yee, N., & Welsh, A. (2014). Not a magic bullet: The effect of scaffolding on knowledge and attitudes in online simulations. Paper presented at the Learning and becoming in practice: The International Conference of the Learning Sciences (ICLS) 2014, Boulder, Colorado, USA.",import2016short/112,"Roll, I., Briseno, A., Yee, N., & Welsh, A. (2014)",2014.0,"Roll, I., Briseno, A., Yee, N., & Welsh, A. (2014). Not a magic bullet: The effect of scaffolding on knowledge and attitudes in online simulations"
4252,"Veermans, K., de Jong, T., & van Joolingen, W. R. (2000). Promoting self-directed learning in simulation-based discovery learning environments through intelligent support. Interactive Learning Environments, 8, 229255. doi:10.1076/1049-4820(200012)8:3;1-D;FT229",import2016short/112,"Veermans, K., de Jong, T., & van Joolingen, W. R. (2000)",2000.0,"Veermans, K., de Jong, T., & van Joolingen, W. R. (2000). Promoting self-directed learning in simulation-based discovery learning environments through intelligent support"
4253,"Veermans, K., van Joolingen, W. R., & de Jong, T. (2006). Use of heuristics to facilitate scientific discovery learning in a simulation learning environment in a physics domain. International Journal of Science Education, 28, 341-361. doi:10.1080/09500690500277615",import2016short/112,"Veermans, K., van Joolingen, W. R., & de Jong, T. (2006)",2006.0,"Veermans, K., van Joolingen, W. R., & de Jong, T. (2006). Use of heuristics to facilitate scientific discovery learning in a simulation learning environment in a physics domain"
4254,"Zacharia, Z. C., Manoli, C., Xenofontos, N., de Jong, T., Pedaste, M., van Riesen, S. A. N., . . . Tsourlidaki, E. (2015). Identifying potential types of guidance for supporting student inquiry when using virtual and remote labs in science: A literature review. Educational technology research and development, 63(2), 257-302. doi:10.1007/s11423-015-9370-0 Acknowledgment The reported work was partially funded by the European Union in the context of the Go-Lab project (Grant Agreement no. 317601) under the Information and Communication Technologies (ICT) theme of the 7th Framework Programme for R&D (FP7). This document does not represent the opinion of the European Union, and the European Union is not responsible for any use that might be made of its content.",import2016short/112,"Zacharia, Z. C., Manoli, C., Xenofontos, N., de Jong, T., Pedaste, M., van Riesen, S. A. N., . . . Tsourlidaki, E. (2015)",2015.0,"Zacharia, Z. C., Manoli, C., Xenofontos, N., de Jong, T., Pedaste, M., van Riesen, S. A. N., . . . Tsourlidaki, E. (2015). Identifying potential types of guidance for supporting student inquiry when using virtual and remote labs in science: A literature review"
4255,"Berland, L. K., & McNeill, K. L. (2010). A learning progression for scientific argumentation: Understanding student work and designing supportive instructional contexts. Science Education, 94(5), 765–793.",import2016short/115,"Berland, L. K., & McNeill, K. L. (2010)",2010.0,"Berland, L. K., & McNeill, K. L. (2010). A learning progression for scientific argumentation: Understanding student work and designing supportive instructional contexts"
4256,"Driver, R., Newton, P., & Osborne, J. (2000). Establishing the norms of scientific argumentation in classrooms. Science Education, 84, 287–312.",import2016short/115,"Driver, R., Newton, P., & Osborne, J. (2000)",2000.0,"Driver, R., Newton, P., & Osborne, J. (2000). Establishing the norms of scientific argumentation in classrooms"
4257,"Duschl, R. A. (2008). Science Education in Three-Part Harmony: Balancing Conceptual, Epistemic, and Social Learning Goals. Review of Research in Education, 32(1), 268 –291.",import2016short/115,"Duschl, R. A. (2008)",2008.0,"Duschl, R. A. (2008). Science Education in Three-Part Harmony: Balancing Conceptual, Epistemic, and Social Learning Goals"
4258,"Engle, R. A., & Conant, F. R. (2002). Guiding Principles for Fostering Productive Disciplinary Engagement: Explaining an Emergent Argument in a Community of Learners Classroom. Cognition and Instruction, 20(4), 399–483.",import2016short/115,"Engle, R. A., & Conant, F. R. (2002)",2002.0,"Engle, R. A., & Conant, F. R. (2002). Guiding Principles for Fostering Productive Disciplinary Engagement: Explaining an Emergent Argument in a Community of Learners Classroom"
4259,"Hofer, B. K. (2000). Dimensionality and disciplinary differences in personal epistemology. Contemporary Educational Psychology, 25(4), 378–405.",import2016short/115,"Hofer, B. K. (2000)",2000.0,"Hofer, B. K. (2000). Dimensionality and disciplinary differences in personal epistemology"
4260,"Jordan, B., & Henderson, A. (1995). Interaction Analysis: Foundations and Practice. Journal of the Learning Sciences, 4(1), 39–103.",import2016short/115,"Jordan, B., & Henderson, A. (1995)",1995.0,"Jordan, B., & Henderson, A. (1995). Interaction Analysis: Foundations and Practice"
4261,"Lemke, J. (1990). Talking science: Language, learning, and values. Norwood, NJ: Ablex.",import2016short/115,"Lemke, J. (1990)",1990.0,"Lemke, J. (1990). Talking science: Language, learning, and values"
4262,"McDonald, S., & Kelly, G. (2011). Beyond argumentation: sense-making discourse in the science classroom. In M. S. Khine (Ed.), Perspectives on scientific argumentation: Theory, practice, and research (pp. 265– 281). Dordrecht, The Netherlands: Springer.",import2016short/115,"McDonald, S., & Kelly, G. (2011)",2011.0,"McDonald, S., & Kelly, G. (2011). Beyond argumentation: sense-making discourse in the science classroom"
4263,"Michaels, S., O’Connor, C., & Resnick, L. B. (2008). Deliberative Discourse Idealized and Realized: Accountable Talk in the Classroom and in Civic Life. Studies in Philosophy and Education, 27(4), 283–297.",import2016short/115,"Michaels, S., O’Connor, C., & Resnick, L. B. (2008)",2008.0,"Michaels, S., O’Connor, C., & Resnick, L. B. (2008). Deliberative Discourse Idealized and Realized: Accountable Talk in the Classroom and in Civic Life"
4264,"Millar, R., & Osborne, J. (Eds.) (1998). Beyond 2000: Science education for the future (the report of a seminar series funded by the Nuffield Foundation). London: King’s College London.",import2016short/115,"Millar, R., & Osborne, J. (Eds.) (1998)",1998.0,"Millar, R., & Osborne, J. (Eds.) (1998). Beyond 2000: Science education for the future (the report of a seminar series funded by the Nuffield Foundation)"
4265,"Manz, E. (2015). Representing Student Argumentation as Functionally Emergent From Scientific Activity. Review of Educational Research, 85(4), 553–590.",import2016short/115,"Manz, E. (2015)",2015.0,"Manz, E. (2015). Representing Student Argumentation as Functionally Emergent From Scientific Activity"
4266,"National Research Council. (2012). Conceptual Framework for New Science Education Standards. Washington, DC: National Academy Press.",import2016short/115,National Research Council. (2012),2012.0,National Research Council. (2012). Conceptual Framework for New Science Education Standards
4267,"Ryu, S., & Sandoval, W. A. (2012). Improvements to elementary children’s epistemic understanding from sustained argumentation. Science Education, 96(3), 488–526.",import2016short/115,"Ryu, S., & Sandoval, W. A. (2012)",2012.0,"Ryu, S., & Sandoval, W. A. (2012). Improvements to elementary children’s epistemic understanding from sustained argumentation"
4268,"Sandoval, W. A., Sodian, B., Koerber, S., & Wong, J. (2014). Developing Children’s Early Competencies to Engage With Science. Educational Psychologist, 49(2), 139–152.",import2016short/115,"Sandoval, W. A., Sodian, B., Koerber, S., & Wong, J. (2014)",2014.0,"Sandoval, W. A., Sodian, B., Koerber, S., & Wong, J. (2014). Developing Children’s Early Competencies to Engage With Science"
4269,"Akkerman, S. F., & Bakker, A. (2011). Boundary crossing and boundary objects. Review of educational research, 81(2), 132-169.",import2016short/123,"Akkerman, S. F., & Bakker, A. (2011)",2011.0,"Akkerman, S. F., & Bakker, A. (2011). Boundary crossing and boundary objects"
4270,"Engle, R. A., & Conant, F. R. (2002). Guiding principles for fostering productive disciplinary engagement: Explaining an emergent argument in a community of learners classroom. Cognition and Instruction, 20(4), 399-483.",import2016short/123,"Engle, R. A., & Conant, F. R. (2002)",2002.0,"Engle, R. A., & Conant, F. R. (2002). Guiding principles for fostering productive disciplinary engagement: Explaining an emergent argument in a community of learners classroom"
4271,"Latour, B., & Woolgar, S. (1986). Laboratory life: The construction of scientific facts. Princeton, N.J: Princeton University Press.",import2016short/123,"Latour, B., & Woolgar, S. (1986)",1986.0,"Latour, B., & Woolgar, S. (1986). Laboratory life: The construction of scientific facts"
4272,"Lave, J., & Wenger, E. (1991). Situated learning: Legitimate peripheral participation. Cambridge University Press.",import2016short/123,"Lave, J., & Wenger, E. (1991)",1991.0,"Lave, J., & Wenger, E. (1991). Situated learning: Legitimate peripheral participation"
4273,National Research Council (Ed.). (1996). National science education standards. National Academy Press.,import2016short/123,National Research Council (Ed.). (1996),1996.0,National Research Council (Ed.). (1996). National science education standards
4274,"Star, S. L., & Griesemer, J. R. (1989). Institutional ecology, translations' and boundary objects: Amateurs and professionals in Berkeley's Museum of Vertebrate Zoology, 1907-39. Social studies of science, 19(3), 387-420.",import2016short/123,"Star, S. L., & Griesemer, J. R. (1989)",1989.0,"Star, S. L., & Griesemer, J. R. (1989). Institutional ecology, translations' and boundary objects: Amateurs and professionals in Berkeley's Museum of Vertebrate Zoology, 1907-39"
4275,"Wenger, E. (1999). Communities of practice: Learning, meaning, and identity. Cambridge University Press.",import2016short/123,"Wenger, E. (1999)",1999.0,"Wenger, E. (1999). Communities of practice: Learning, meaning, and identity"
4276,"Carvalho, L., & Goodyear, P. (2014). The architecture of productive learning networks. New York, NY: Routledge.",import2016short/124,"Carvalho, L., & Goodyear, P. (2014)",2014.0,"Carvalho, L., & Goodyear, P. (2014). The architecture of productive learning networks"
4277,"Jacobson M, Wilensky U (2006) Complex systems in education: scientific and educational importance and implications for the learning sciences. Journal of the Learning Sciences 15(1):11–34.",import2016short/124,"Jacobson M, Wilensky U (2006)",2006.0,"Jacobson M, Wilensky U (2006) Complex systems in education: scientific and educational importance and implications for the learning sciences"
4278,"Kemp, M. W. & Boynton, W. R. (2011) Synthesis in estuarine and coastal ecological research: What is it? Why is it important, and how do we teach it? Estuaries and Coasts, 35, 1-22.",import2016short/124,"Kemp, M. W. & Boynton, W. R. (2011)",2011.0,"Kemp, M. W. & Boynton, W. R. (2011) Synthesis in estuarine and coastal ecological research: What is it"
4279,"Lee, C. (2007). Boundary negotiating artifacts: unbinding the routine of boundary objects and embracing chaos in collaborative work. Computer supported Cooperative Work, 16, 307-339.",import2016short/124,"Lee, C. (2007)",2007.0,"Lee, C. (2007). Boundary negotiating artifacts: unbinding the routine of boundary objects and embracing chaos in collaborative work"
4280,"Lehrer R, Schauble L (2000) Developing model-based reasoning in mathematics and science. Journal of Applied Developmental Psychology, 21(1), pp. 39–48.",import2016short/124,"Lehrer R, Schauble L (2000)",2000.0,"Lehrer R, Schauble L (2000) Developing model-based reasoning in mathematics and science"
4281,"Lehrer R, Schauble L (2006) Cultivating model-based reasoning in science education. In: The Cambridge handbook of the learning sciences. Cambridge University Press, Cambridge, pp 371–387, Retrieved from: http://www.uky.edu/฀jwi229/PBLE/readings/ Lehrer%20and%20Schauble.pdf",import2016short/124,"Lehrer R, Schauble L (2006)",2006.0,"Lehrer R, Schauble L (2006) Cultivating model-based reasoning in science education"
